index,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,Movable_assets,Immovable_assets
2588,0,1,0,4700000,11500000,18,559,21300000,7500000
902,5,1,0,4800000,15500000,10,812,21300000,11000000
352,4,1,0,3300000,9700000,14,782,12600000,2500000
1230,1,1,1,7600000,27800000,6,447,31000000,2000000
3886,1,0,1,500000,1800000,8,877,1700000,300000
2140,2,1,0,4800000,15800000,20,860,18500000,5000000
444,1,1,1,3600000,10300000,12,536,14900000,7300000
4221,3,0,1,1300000,4300000,18,412,6400000,1500000
754,1,1,1,7600000,26000000,6,384,27900000,3800000
1737,2,0,0,6600000,13100000,20,885,26800000,15200000
4251,0,0,1,6100000,14600000,18,645,27600000,14700000
311,4,0,0,5900000,16800000,8,481,22800000,18300000
548,1,1,0,1900000,4900000,20,647,8500000,6200000
2951,4,0,0,400000,1500000,4,846,2200000,300000
4099,3,0,0,8700000,31100000,16,760,24100000,2200000
306,5,1,0,9000000,29300000,4,531,41300000,19900000
694,3,1,0,5700000,19400000,2,335,27700000,18000000
1927,0,1,1,5500000,15300000,4,859,24300000,14100000
3419,3,1,0,5100000,11000000,16,826,15600000,14700000
749,4,1,0,5700000,19600000,8,691,15100000,11000000
3172,5,1,0,9200000,23900000,10,335,46100000,21100000
1266,4,1,0,6800000,17000000,2,749,36500000,21800000
2401,5,1,1,4100000,9600000,2,307,11600000,16600000
2583,4,0,1,5900000,17300000,20,657,17100000,7100000
2903,5,0,1,8100000,22500000,2,808,22900000,10900000
970,3,1,1,4000000,10400000,14,609,16300000,9000000
13,2,0,1,9100000,31500000,14,679,25900000,27400000
873,4,0,0,9000000,34700000,4,771,41800000,14300000
808,3,1,0,5800000,12800000,20,335,23300000,7400000
514,4,0,1,7900000,25900000,14,373,35300000,25200000
3564,5,1,0,5600000,13600000,4,449,23100000,11600000
409,5,1,0,3000000,11800000,6,847,9400000,10400000
2893,3,0,1,1100000,4100000,20,863,4300000,1900000
3336,2,0,1,9400000,22700000,14,505,36200000,20900000
207,0,0,0,7100000,15400000,18,707,25400000,21100000
2487,0,1,1,6600000,18500000,16,802,31500000,15700000
458,0,0,0,7400000,20900000,6,635,28200000,29600000
2540,3,0,1,700000,2200000,8,617,3300000,2000000
2798,0,0,0,3600000,12300000,2,300,19700000,8200000
3628,2,0,1,8600000,32500000,4,758,24900000,21500000
3225,3,0,0,6200000,14900000,14,567,29600000,10300000
3142,5,1,1,3100000,10900000,12,884,16400000,9800000
1883,2,1,0,7500000,15400000,8,332,29100000,11400000
1713,0,1,0,3100000,10100000,14,376,15900000,9000000
4235,0,1,0,3000000,6500000,2,691,11400000,12300000
2483,5,1,0,4700000,17400000,2,523,16100000,17600000
552,5,1,0,4600000,16200000,12,891,14500000,7100000
1439,3,1,0,3900000,10500000,20,821,14900000,7900000
2270,3,0,0,7200000,27900000,12,473,36500000,29900000
4060,3,1,0,5800000,20600000,20,434,29600000,11100000
1925,0,0,0,7900000,28600000,18,541,29000000,4300000
634,1,1,0,8400000,29900000,16,476,40200000,18500000
4101,4,0,0,400000,800000,16,685,1900000,800000
316,2,1,1,2400000,4900000,4,888,8500000,10700000
3132,2,0,0,3100000,7300000,14,504,8700000,3200000
3935,4,0,1,5900000,11800000,8,479,19600000,12200000
1328,4,0,0,7000000,24500000,18,318,19900000,6000000
427,4,0,1,1100000,3600000,14,711,4200000,3000000
2607,4,1,0,5400000,12600000,18,786,27600000,2800000
105,3,1,1,4200000,9700000,16,841,21800000,8100000
142,0,0,1,5500000,16700000,18,829,18700000,6800000
2169,2,0,0,4600000,14800000,6,410,21900000,19700000
3560,5,0,1,6500000,18100000,10,360,26300000,26300000
3502,1,1,1,3500000,9600000,4,398,12500000,7700000
2241,1,1,1,1100000,3800000,8,779,5600000,2400000
2493,3,0,0,2000000,4200000,6,831,8100000,3000000
2163,4,1,0,6700000,18800000,2,749,28500000,23500000
1949,1,1,0,6200000,21100000,10,467,28800000,26100000
3962,3,0,1,500000,1900000,18,618,1400000,500000
2272,5,0,0,8000000,23100000,20,461,36500000,8300000
1,0,1,1,4100000,12200000,8,417,12100000,4900000
2399,4,1,0,3300000,11800000,2,847,15100000,10200000
4230,2,1,0,3700000,13500000,4,820,19300000,6300000
1951,0,1,1,2500000,6700000,16,569,7500000,7900000
2986,3,0,0,3100000,11200000,16,865,10800000,8200000
3252,4,0,1,6300000,14500000,10,349,22200000,16100000
2550,1,0,0,7400000,19200000,20,415,36200000,7000000
1109,4,1,0,5900000,14900000,14,857,19500000,12100000
2889,0,1,1,1800000,6500000,12,728,8000000,3500000
591,5,1,1,1500000,4000000,12,350,5600000,4800000
1695,0,0,1,7900000,23500000,20,750,25200000,32100000
1576,0,0,1,5900000,15100000,10,794,20300000,10300000
2886,2,1,1,3900000,8300000,18,523,12200000,1100000
213,5,1,0,1900000,7500000,20,715,9300000,7900000
778,1,0,1,2400000,8300000,6,684,7600000,9000000
3362,1,0,0,2100000,8100000,6,817,7800000,7500000
2864,4,1,0,3600000,12400000,14,427,11700000,12800000
2043,0,1,1,4200000,8900000,14,796,18100000,4600000
3814,1,0,0,5600000,11700000,10,774,19600000,15300000
3964,4,0,0,4800000,10800000,12,833,23500000,7000000
2787,5,1,1,5900000,22600000,18,630,23300000,6500000
1567,2,1,1,5600000,20000000,10,367,25100000,18700000
3368,4,0,0,7100000,28300000,6,850,35700000,12700000
3955,2,0,0,6000000,13900000,4,533,18700000,12600000
2658,3,0,0,4300000,8600000,8,881,20500000,14300000
4028,0,0,0,3000000,11300000,16,478,11800000,7600000
1343,1,0,0,9100000,31200000,4,508,38900000,24500000
2013,1,0,0,7900000,24000000,12,867,40100000,30500000
273,1,0,1,5900000,16700000,16,308,24400000,14600000
71,5,0,1,5300000,18600000,4,386,16100000,12400000
1087,3,1,1,7000000,15200000,2,709,24700000,22800000
394,4,1,1,2200000,8200000,14,737,9600000,8600000
583,3,1,1,3600000,13200000,16,557,12000000,13800000
1367,0,0,1,2400000,5900000,10,650,7600000,8800000
2980,3,0,0,2100000,8200000,6,754,5900000,3800000
3000,1,1,1,9900000,25700000,2,340,41300000,34400000
4072,3,0,1,5300000,17900000,2,580,15200000,16600000
2913,4,1,1,500000,1300000,18,762,1900000,1400000
2586,1,1,1,9800000,36000000,12,629,41000000,32100000
1763,0,0,0,2000000,6200000,14,613,6700000,1900000
3453,1,0,1,600000,1900000,8,445,1900000,1300000
1259,2,0,0,1800000,3800000,4,777,6000000,7800000
2253,0,0,1,2300000,7900000,10,430,10000000,9400000
526,0,1,0,2400000,5000000,14,580,8700000,10300000
377,4,0,1,9500000,23500000,14,380,32400000,29600000
1559,1,0,1,7500000,29800000,18,770,36700000,6600000
2793,4,0,0,8400000,23400000,12,350,34200000,27800000
1963,0,0,0,8400000,24300000,4,785,35100000,22000000
3983,0,0,0,7500000,15900000,2,535,28100000,23200000
348,0,1,0,2000000,7000000,6,666,5700000,1200000
2246,3,0,1,3300000,10400000,12,816,16700000,13400000
3065,2,1,0,2000000,4000000,14,502,6700000,6400000
1709,4,0,0,6300000,15000000,18,750,23100000,7300000
1050,0,1,1,2500000,8800000,14,389,12100000,8700000
590,4,0,1,3900000,10600000,2,439,17300000,7900000
519,2,0,1,500000,1300000,4,427,2400000,1900000
3594,1,0,1,2000000,5600000,14,569,9500000,6100000
3011,0,1,0,1300000,3900000,16,690,5500000,5300000
1083,2,1,0,8600000,21700000,4,429,36900000,16300000
2627,0,0,1,900000,3100000,4,355,3500000,1800000
4055,0,0,0,4900000,16300000,14,479,21300000,8000000
1294,4,1,0,3900000,10000000,10,530,14200000,11100000
1809,0,0,1,2900000,10800000,20,694,12700000,6600000
791,4,0,1,9300000,35500000,6,547,40900000,20600000
792,4,0,0,6300000,13400000,2,504,23900000,21400000
3114,4,0,0,1100000,3600000,8,693,5300000,3700000
1980,4,0,1,4700000,13000000,6,552,14300000,13900000
2850,1,1,1,1000000,3200000,2,710,4200000,300000
2474,1,0,1,7500000,25000000,18,628,26400000,5700000
1530,0,0,1,8800000,23600000,8,712,30400000,11700000
1410,2,1,0,9500000,25400000,16,451,45200000,21900000
3250,2,1,0,7500000,22400000,14,695,24700000,12000000
3531,1,1,0,5100000,15300000,4,721,21200000,13100000
83,3,0,0,3600000,8600000,20,613,13600000,9700000
3496,5,1,0,5000000,12400000,14,315,21000000,16000000
2350,2,0,0,3900000,14700000,16,360,11200000,2800000
20,2,0,0,5000000,19400000,12,315,24100000,11100000
3660,5,1,0,3800000,10500000,10,759,13400000,8500000
1562,1,0,1,7600000,19300000,20,835,30200000,8100000
973,2,0,1,1900000,5000000,14,641,7900000,1900000
1710,1,0,0,3100000,7600000,20,346,12500000,5300000
3930,4,0,0,9700000,26900000,10,460,40700000,15300000
1098,3,0,1,5300000,16900000,2,350,21100000,18900000
4158,5,0,0,5600000,20300000,4,772,21200000,16600000
886,5,1,1,4400000,8900000,4,761,17200000,9100000
4157,0,0,0,2400000,5300000,16,482,11000000,9700000
3731,5,1,1,8000000,29100000,4,658,33400000,19200000
3437,3,1,1,200000,700000,18,526,500000,500000
3758,2,1,1,6100000,12300000,18,697,16100000,23200000
737,2,0,1,900000,2500000,16,458,4300000,0
1453,2,1,0,4100000,11100000,8,390,13500000,3900000
2894,4,0,1,4000000,8400000,8,717,15900000,12300000
3937,2,1,0,9700000,30200000,14,769,33900000,37300000
2126,4,0,0,5600000,20300000,20,596,20600000,16000000
906,2,0,1,6400000,24100000,6,592,26200000,8800000
3032,3,0,0,500000,1500000,6,392,2400000,1600000
3268,2,1,1,7900000,22500000,6,571,26000000,13400000
2428,0,0,0,4200000,10300000,10,506,18400000,13800000
947,1,1,0,2300000,6600000,18,513,10600000,5500000
3514,3,0,1,7500000,17900000,2,680,31300000,18800000
3115,1,1,1,5600000,13700000,8,491,22700000,13800000
715,5,1,0,3900000,14000000,4,708,20800000,2500000
2954,0,1,1,1800000,3900000,2,764,4700000,2900000
686,0,0,0,3000000,8400000,10,361,9100000,7900000
3808,5,0,0,9200000,34800000,12,802,32300000,33000000
2353,4,0,0,2000000,4300000,8,373,9900000,4700000
2257,4,0,1,7900000,26900000,14,446,24700000,25200000
3277,2,1,0,7800000,16900000,6,751,32100000,23700000
21,4,0,0,5800000,14000000,16,530,27600000,15100000
885,2,0,0,5200000,13500000,2,777,21600000,12200000
3393,5,1,0,300000,600000,4,418,900000,700000
917,1,1,1,1500000,5900000,16,400,6300000,6600000
2743,4,1,1,2900000,8900000,18,827,12800000,3800000
3694,0,0,0,1400000,5400000,8,592,5100000,4500000
2807,2,1,1,1600000,6400000,4,787,6600000,1300000
1265,1,0,0,8100000,28400000,6,744,29500000,30800000
483,3,1,1,2500000,8800000,12,538,12400000,6700000
3520,3,1,0,6900000,22700000,4,650,21900000,14300000
3857,4,0,1,2800000,5500000,8,875,9300000,10900000
277,0,1,0,1500000,4900000,12,651,5400000,4400000
988,3,1,1,800000,2900000,10,644,3300000,1100000
2084,5,1,1,6000000,12100000,20,848,21600000,18700000
1245,0,1,0,1800000,6600000,10,737,7500000,7000000
2382,3,0,1,8700000,33600000,14,314,27900000,17700000
571,0,0,0,4700000,17500000,2,701,18700000,7700000
1435,2,1,1,8900000,32200000,12,382,25900000,11300000
993,2,0,0,7600000,28300000,12,800,23400000,34500000
2525,5,1,1,3900000,8300000,18,600,16000000,4500000
3782,5,0,1,9500000,21700000,16,307,38200000,30200000
585,0,1,1,1900000,5700000,18,699,8500000,5700000
2682,3,1,1,900000,2000000,18,772,4300000,3000000
1349,0,1,0,1700000,5700000,12,422,7400000,4500000
1007,0,0,0,4400000,10600000,20,653,22200000,11400000
674,0,1,0,200000,300000,6,472,700000,500000
2412,4,1,0,9700000,26200000,4,518,36500000,26200000
447,1,0,1,8600000,27900000,20,415,35000000,27000000
2827,0,1,1,5100000,11600000,10,308,17700000,10000000
3335,0,0,1,4600000,12000000,12,493,19800000,5200000
2064,0,0,0,6100000,23600000,20,856,24100000,8500000
3526,0,0,0,500000,1600000,18,865,1200000,1800000
3380,3,0,0,1300000,2900000,8,733,5600000,5700000
1690,4,0,1,1100000,2700000,18,301,4800000,4400000
3682,2,1,0,9300000,32300000,4,586,47400000,20700000
1247,1,0,1,1000000,3200000,4,888,3500000,3500000
1985,5,0,1,7300000,19600000,10,373,30100000,15100000
294,0,0,0,8800000,20200000,4,433,42900000,20200000
1547,1,0,1,9900000,34100000,14,371,35500000,31500000
2012,1,0,1,3700000,12400000,12,330,13200000,4400000
588,5,1,1,1100000,2800000,10,647,5700000,4700000
2403,1,1,0,9300000,27500000,6,364,36100000,26000000
2129,2,0,0,300000,800000,18,819,1300000,600000
3409,5,0,1,6700000,25400000,14,820,22400000,18400000
3263,3,1,0,9000000,26700000,14,638,36500000,5300000
425,0,0,1,1100000,2800000,18,431,5700000,800000
1054,5,1,0,6500000,21600000,10,419,28900000,12500000
3711,2,0,1,5600000,19100000,8,350,18400000,3900000
556,4,1,1,9700000,32300000,18,387,25400000,25900000
3360,5,1,0,8300000,20700000,2,537,27500000,22700000
2990,1,1,0,3100000,6600000,20,837,16600000,8200000
3953,4,0,0,8400000,28700000,14,878,32500000,31700000
3668,3,1,0,300000,600000,6,896,1000000,700000
3950,4,1,0,4400000,17200000,4,563,15600000,7800000
3007,3,0,0,1100000,3100000,14,359,5000000,2500000
1193,2,1,1,2100000,5600000,16,426,8300000,700000
1716,1,0,0,2500000,6900000,20,495,9400000,8100000
3016,3,1,0,9300000,36600000,6,431,41700000,36600000
4022,2,1,0,4300000,8800000,6,512,19600000,13700000
2400,4,1,0,8300000,23300000,20,398,27000000,30000000
2139,4,0,1,8800000,27100000,2,406,31900000,22500000
2383,1,1,1,2800000,5900000,20,728,11700000,4200000
3741,5,1,1,6900000,15700000,14,887,29700000,19100000
1285,4,1,1,3100000,8600000,14,427,13600000,6900000
4065,5,0,0,1400000,3400000,6,697,6200000,2500000
2803,0,0,0,6000000,23600000,6,776,32200000,16500000
3559,4,1,0,2700000,10700000,6,857,11000000,11600000
2087,0,0,1,5400000,19500000,16,758,24300000,5300000
1889,5,0,1,6900000,18600000,18,307,29500000,8300000
1591,1,0,0,9500000,23000000,10,627,30800000,40000000
3936,5,0,0,1200000,2400000,14,495,5400000,3600000
2162,3,1,0,3400000,8100000,12,385,14700000,10100000
2396,1,0,1,2600000,8600000,6,730,9100000,3700000
3485,3,1,0,2200000,8300000,18,314,7800000,2000000
2271,1,0,0,600000,1200000,10,561,2000000,1200000
3590,3,1,1,4000000,11600000,6,539,16800000,8500000
1137,1,0,0,8300000,28900000,12,529,38300000,22200000
3303,3,1,0,2000000,5800000,8,799,6500000,6100000
972,3,0,1,4400000,15800000,18,779,18500000,12600000
795,4,1,0,6100000,22400000,18,351,29200000,16800000
1711,4,0,1,6900000,19000000,14,330,27200000,16400000
3684,4,0,0,1300000,4600000,10,312,3900000,2400000
453,0,0,0,6800000,27000000,4,429,30800000,24700000
913,0,0,0,7500000,27300000,20,553,32300000,14400000
3947,2,0,0,5300000,16700000,18,339,16100000,7900000
1199,2,1,0,300000,600000,2,383,1500000,900000
1274,1,0,0,5000000,18800000,14,325,17100000,18800000
2375,0,0,1,2900000,9700000,2,820,13000000,8300000
37,5,0,1,8000000,27200000,6,348,23800000,6700000
974,0,0,1,5000000,18400000,12,752,17000000,18600000
983,4,0,0,4800000,14000000,2,695,20000000,13000000
3695,2,1,0,2500000,8600000,8,835,9000000,6500000
1418,0,0,1,9400000,19200000,20,708,36600000,37500000
1560,5,1,1,2500000,9600000,6,345,9400000,3800000
39,3,1,1,1500000,5100000,6,352,6500000,300000
1486,0,1,0,2900000,6900000,10,320,9200000,5600000
2833,0,0,1,7500000,28900000,10,632,34600000,32400000
169,0,1,1,4800000,17500000,2,371,22200000,18500000
1355,2,0,0,4600000,15600000,2,764,21800000,9200000
2661,2,0,1,4700000,16200000,12,802,21500000,7700000
4010,3,0,1,9000000,18600000,16,518,39200000,36000000
2916,3,1,1,500000,1700000,4,824,1800000,1100000
3477,4,0,0,9700000,36400000,4,772,51600000,25100000
1640,2,0,0,3200000,10400000,10,556,16000000,13800000
1290,4,1,1,6300000,15200000,16,415,28600000,17300000
1380,1,1,0,3800000,9800000,8,335,16000000,5200000
1933,5,1,0,500000,1500000,6,433,2600000,600000
579,1,0,0,2900000,10900000,20,445,11900000,9400000
3135,3,1,1,8400000,27000000,8,746,39500000,23400000
2030,1,0,0,1900000,6000000,20,540,5600000,2500000
892,4,0,0,9300000,24900000,14,455,49000000,32300000
780,2,1,0,1600000,5100000,6,784,5900000,3800000
159,3,0,1,4000000,10600000,10,318,12900000,6600000
2,3,0,0,9100000,29700000,20,506,46100000,11600000
3865,0,0,0,6400000,14000000,8,486,27600000,17800000
3836,5,0,1,5700000,12800000,14,488,18700000,14600000
849,1,0,0,9200000,18800000,2,351,44500000,24600000
2466,3,0,1,4100000,14600000,16,760,17900000,11300000
2676,3,1,1,6300000,23900000,16,656,20300000,22000000
1596,1,1,1,8100000,26900000,6,522,22900000,25100000
1776,5,1,1,7500000,17000000,8,300,25600000,16100000
1913,5,0,0,5800000,13700000,6,369,15100000,13200000
1043,2,0,0,5800000,13300000,4,878,23100000,13800000
1544,4,1,0,4300000,16500000,4,539,11400000,16700000
2778,5,1,0,4000000,14100000,18,653,14800000,9900000
53,1,1,1,8400000,23000000,12,657,40100000,30200000
1796,3,0,0,2300000,6800000,10,418,7700000,5500000
1911,1,0,0,7500000,16000000,10,541,27500000,20800000
3151,3,0,0,1400000,3200000,8,753,5600000,4200000
2553,5,0,0,7000000,18400000,12,520,20800000,16600000
2979,1,1,1,3400000,7200000,8,741,15400000,10900000
3014,4,0,1,2500000,8000000,8,464,12000000,7000000
824,0,1,0,5700000,15600000,16,742,18200000,6500000
3989,3,1,0,2400000,8200000,10,531,7700000,8700000
1389,5,1,0,4600000,11500000,16,668,15700000,9600000
3650,1,1,0,5700000,21800000,18,657,25000000,17300000
2876,2,0,1,2400000,7500000,4,851,8000000,3800000
1607,0,0,1,3500000,10800000,14,838,15600000,11500000
1594,3,0,1,8800000,30200000,8,607,27400000,26300000
771,2,1,0,8700000,22700000,4,365,37400000,23000000
2611,3,1,1,4800000,14200000,12,369,17000000,3400000
2273,4,0,1,6900000,13800000,16,715,29100000,8200000
1868,4,1,1,9800000,23800000,8,634,43700000,22100000
1085,5,1,1,9600000,29600000,4,446,49800000,26400000
3025,4,1,1,6000000,13200000,6,455,23600000,13200000
1325,5,1,1,7300000,22500000,2,846,26000000,14500000
1463,2,1,1,400000,1400000,2,480,1800000,900000
806,0,1,0,8500000,33900000,4,665,22400000,21300000
4181,2,1,0,1200000,4100000,8,497,5000000,3400000
2757,0,0,0,8000000,29800000,12,736,39200000,16300000
2108,4,0,0,6900000,14700000,2,496,19500000,19000000
4237,0,1,0,9100000,30100000,8,322,24700000,35700000
4229,3,0,0,7500000,22200000,8,741,28600000,13500000
2234,2,1,0,4100000,16200000,6,546,18800000,6600000
963,0,0,0,5000000,14400000,4,874,18000000,12300000
398,2,1,0,8400000,25900000,16,621,37700000,22000000
2632,0,0,1,9000000,33100000,20,734,35600000,8700000
4141,2,0,0,5100000,19100000,8,457,24000000,18300000
704,5,0,1,1300000,4300000,2,595,4400000,1800000
431,1,0,0,1100000,3500000,8,562,3700000,3500000
292,3,0,1,3600000,10700000,16,312,18300000,3900000
4154,4,0,0,1500000,3400000,10,778,6200000,4100000
145,5,1,0,600000,1500000,14,543,2400000,1200000
3036,4,0,1,3900000,14300000,20,477,12000000,5600000
2033,5,1,1,3200000,11800000,16,565,11000000,10800000
3121,4,0,1,500000,1200000,4,627,2500000,500000
1165,1,1,1,5400000,20700000,8,753,22600000,2700000
2050,4,1,1,8100000,19400000,6,346,33800000,17100000
2624,4,0,0,1800000,4100000,8,777,5500000,4700000
4107,1,0,0,8200000,17500000,4,609,31800000,10100000
339,1,1,0,2700000,9400000,18,704,8800000,7600000
4178,1,1,1,3600000,13400000,16,732,10600000,11900000
265,0,0,0,8300000,19400000,18,649,35600000,18600000
2424,3,1,1,6100000,22800000,18,640,25600000,24100000
4132,2,0,1,7800000,25400000,10,513,33300000,22700000
1771,0,1,1,7800000,19000000,12,333,40200000,30300000
271,5,0,0,9400000,27900000,4,870,39900000,1300000
696,2,1,1,1100000,2200000,4,874,3000000,3200000
747,0,1,0,3000000,7000000,12,409,11500000,11300000
244,2,1,0,2100000,5100000,12,674,8800000,5400000
317,1,0,0,4400000,10800000,12,674,22500000,12300000
476,4,1,0,4100000,13500000,18,490,15900000,10900000
2032,4,0,1,1400000,2900000,6,723,6300000,3800000
3788,4,1,1,3900000,8900000,10,665,14500000,13300000
4170,1,1,0,7200000,28100000,14,767,31500000,20400000
813,5,1,1,9700000,36400000,16,544,36500000,18500000
1914,0,1,0,500000,1800000,2,651,1900000,700000
3762,1,1,0,300000,700000,10,745,1000000,0
1297,3,0,1,8000000,26300000,12,476,25400000,28300000
1804,0,1,1,4600000,14800000,6,433,17800000,16700000
3204,2,1,0,5300000,10900000,6,647,21900000,18100000
250,0,1,1,4200000,16400000,20,539,14500000,11600000
2461,5,0,0,6500000,24800000,8,779,24500000,16600000
545,3,0,1,9400000,20500000,6,645,34700000,30400000
738,4,0,0,2000000,7500000,14,857,6300000,5800000
310,3,1,0,6400000,24400000,4,483,23600000,10200000
1131,0,1,0,9900000,27000000,16,566,48400000,20800000
1449,5,1,0,5800000,22200000,16,884,28000000,6000000
4198,3,0,1,5100000,17000000,10,477,20000000,5000000
15,5,1,0,4700000,10700000,10,794,20800000,9600000
3910,1,0,0,1700000,6700000,16,537,4600000,7200000
3113,1,1,0,6200000,18200000,18,324,22600000,15100000
3958,4,1,1,7300000,22900000,12,848,32600000,9200000
3576,4,1,1,5700000,14400000,12,645,17600000,23100000
363,3,1,1,6800000,26900000,16,818,33600000,25100000
182,0,1,0,2800000,9900000,8,742,8400000,6200000
1194,4,1,1,9000000,21500000,14,508,37400000,33900000
2752,1,0,0,200000,300000,12,697,800000,900000
1121,0,1,0,200000,500000,20,615,800000,700000
2235,3,1,0,8500000,30800000,14,745,26600000,19200000
2667,3,0,1,3500000,10200000,12,645,12400000,16100000
1182,0,0,1,6400000,21900000,12,727,29300000,25500000
3499,1,0,0,7400000,17900000,6,460,30900000,3900000
614,1,0,0,6200000,19500000,12,845,19300000,12000000
1466,0,1,0,4300000,17000000,8,619,21000000,10700000
401,5,0,0,3700000,7300000,18,339,19200000,9400000
934,3,0,1,7900000,29200000,4,399,37100000,28700000
2419,1,1,0,2800000,9100000,12,436,11400000,4100000
3538,0,0,0,6900000,20700000,16,857,23400000,30800000
2641,1,0,0,6300000,18200000,18,849,20700000,10100000
2924,0,0,0,4000000,11500000,8,434,14300000,7300000
726,1,1,0,4100000,12200000,6,354,19800000,12900000
826,1,0,0,1600000,5400000,12,707,7000000,2300000
1521,0,0,1,3500000,10000000,14,709,14200000,7100000
136,2,1,0,4600000,16700000,2,786,20000000,6100000
628,2,1,1,4500000,12500000,12,418,16700000,4700000
334,3,0,1,3200000,8600000,2,427,11800000,5700000
390,0,1,1,7200000,19800000,12,658,32300000,20800000
3407,1,1,0,4100000,11100000,6,405,14900000,14900000
1817,4,0,1,9200000,25400000,14,765,30700000,27800000
4009,4,1,0,200000,500000,16,765,700000,700000
710,0,0,1,6900000,18600000,10,330,20900000,29000000
1039,5,1,0,600000,2300000,4,347,2100000,0
2907,5,1,0,7700000,20300000,12,806,28500000,34600000
3851,4,1,1,2000000,5200000,16,724,7400000,9000000
1561,4,0,1,3100000,8100000,12,730,13500000,10800000
4095,1,1,1,5200000,20500000,10,407,22000000,4500000
3738,5,0,0,3200000,12200000,6,493,8800000,13900000
1112,1,0,0,1600000,6300000,2,721,6100000,3600000
2513,0,1,0,1800000,4200000,6,836,8800000,3200000
1223,2,0,0,1600000,3800000,10,837,7100000,4900000
3131,1,0,1,200000,400000,18,859,600000,400000
2421,4,0,1,4700000,9500000,18,876,22100000,18400000
1508,0,1,1,2300000,6000000,16,756,8700000,5000000
1750,2,0,0,4300000,9800000,2,499,17700000,8900000
2984,4,0,1,6400000,21700000,10,384,20800000,24700000
3992,0,1,0,3700000,12700000,14,797,16000000,2400000
338,3,1,1,6800000,16900000,18,628,20500000,4500000
215,3,0,1,6900000,16400000,4,787,30200000,17200000
1341,2,0,1,8300000,27900000,18,840,28300000,16100000
3764,4,0,1,8300000,25400000,4,624,30200000,26900000
1520,0,0,0,1400000,2700000,2,649,6600000,3600000
3470,3,1,1,8300000,25900000,8,696,30600000,26600000
2840,5,0,0,9000000,25900000,4,538,39400000,22200000
2994,4,1,1,8600000,21400000,14,476,40800000,8900000
2322,5,1,1,200000,300000,10,704,1000000,600000
2571,3,1,0,8100000,22300000,10,686,25400000,29100000
101,2,1,1,300000,1100000,2,702,700000,500000
3922,4,0,1,1300000,3900000,16,566,5000000,900000
171,0,1,0,1900000,4100000,18,801,6000000,1200000
107,0,0,0,2700000,10600000,6,591,11700000,4000000
3111,5,0,1,7300000,18700000,16,813,25800000,14800000
4261,3,0,1,3000000,7500000,6,881,8400000,5900000
3767,3,0,1,4100000,8300000,16,351,13300000,6100000
4031,5,0,1,9700000,24700000,18,648,32000000,15700000
3433,0,0,1,2900000,7500000,18,692,11500000,3500000
3010,2,0,0,1900000,5200000,6,896,8600000,4400000
2968,2,0,0,9700000,34500000,10,649,30700000,18200000
3552,0,0,0,5200000,17800000,18,558,16100000,13700000
3451,0,1,0,7400000,25500000,6,463,35200000,7900000
3823,2,0,1,5500000,12000000,2,567,18500000,11900000
1040,3,1,1,8000000,28800000,10,576,28200000,26300000
3095,4,0,1,4100000,10400000,12,727,20800000,17800000
2760,2,0,0,2900000,11300000,12,839,10700000,5800000
2120,3,1,1,3200000,7200000,6,728,12600000,6800000
1524,2,1,1,3000000,7100000,4,819,8100000,10200000
3801,2,0,0,1000000,3700000,18,892,3500000,3000000
2248,5,0,1,6200000,12800000,2,539,27100000,15400000
481,0,0,1,5300000,15000000,2,900,26800000,3800000
4128,5,1,1,6800000,22800000,14,382,27500000,18300000
3274,1,1,0,1000000,3400000,18,578,4300000,2700000
1762,5,1,0,3300000,8400000,18,520,15000000,6800000
3623,2,1,1,8700000,28400000,12,880,23800000,9800000
4267,1,1,0,4100000,12800000,8,780,19900000,8900000
3066,3,1,0,9200000,19500000,12,742,33200000,28200000
3027,4,1,1,5900000,20700000,10,825,29500000,19600000
405,2,1,1,1800000,5700000,4,809,8700000,3100000
757,0,0,0,1400000,5500000,6,393,7200000,2000000
2711,1,1,0,1200000,2700000,14,779,3000000,2800000
2670,5,0,1,600000,1400000,10,877,2700000,1800000
2902,4,1,1,3600000,12400000,18,494,12100000,5400000
97,2,1,0,8700000,25000000,20,861,30500000,23200000
1333,0,0,1,5000000,18900000,6,641,26300000,12800000
3532,4,0,1,8200000,24000000,20,831,30200000,26000000
186,1,1,1,1700000,5000000,10,888,6300000,3800000
2915,1,0,0,8400000,21800000,2,492,24800000,15000000
3503,5,0,1,1000000,3500000,18,882,3500000,1400000
2058,2,1,1,6600000,17000000,2,457,30000000,1900000
3116,5,0,1,3400000,9800000,8,559,10500000,6400000
148,0,1,1,4900000,11900000,16,709,22300000,15500000
28,5,1,1,7000000,24000000,6,336,37200000,14200000
3029,0,1,1,2000000,5200000,18,400,6500000,3400000
3023,4,1,0,1800000,7200000,20,496,9200000,4100000
692,1,1,0,7200000,24700000,6,596,27500000,10200000
1386,4,0,1,6600000,16000000,16,379,29200000,19100000
1845,1,0,1,5000000,19400000,10,410,16200000,17800000
3034,0,0,1,3100000,7100000,10,498,16500000,4900000
1599,2,1,1,3900000,9300000,8,591,12900000,13600000
3586,2,0,1,2200000,8100000,8,710,8300000,3400000
701,1,0,0,2200000,4900000,8,509,8300000,3800000
