no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,Movable_assets,Immovable_assets
2,1,1,6100000,12300000,18,697,16100000,23200000
2,0,1,900000,2500000,16,458,4300000,0
2,1,0,4100000,11100000,8,390,13500000,3900000
4,0,1,4000000,8400000,8,717,15900000,12300000
2,1,0,9700000,30200000,14,769,33900000,37300000
4,0,0,5600000,20300000,20,596,20600000,16000000
2,0,1,6400000,24100000,6,592,26200000,8800000
3,0,0,500000,1500000,6,392,2400000,1600000
2,1,1,7900000,22500000,6,571,26000000,13400000
0,0,0,4200000,10300000,10,506,18400000,13800000
1,1,0,2300000,6600000,18,513,10600000,5500000
3,0,1,7500000,17900000,2,680,31300000,18800000
1,1,1,5600000,13700000,8,491,22700000,13800000
5,1,0,3900000,14000000,4,708,20800000,2500000
0,1,1,1800000,3900000,2,764,4700000,2900000
0,0,0,3000000,8400000,10,361,9100000,7900000
5,0,0,9200000,34800000,12,802,32300000,33000000
4,0,0,2000000,4300000,8,373,9900000,4700000
4,0,1,7900000,26900000,14,446,24700000,25200000
2,1,0,7800000,16900000,6,751,32100000,23700000
4,0,0,5800000,14000000,16,530,27600000,15100000
2,0,0,5200000,13500000,2,777,21600000,12200000
5,1,0,300000,600000,4,418,900000,700000
1,1,1,1500000,5900000,16,400,6300000,6600000
4,1,1,2900000,8900000,18,827,12800000,3800000
0,0,0,1400000,5400000,8,592,5100000,4500000
2,1,1,1600000,6400000,4,787,6600000,1300000
1,0,0,8100000,28400000,6,744,29500000,30800000
3,1,1,2500000,8800000,12,538,12400000,6700000
3,1,0,6900000,22700000,4,650,21900000,14300000
4,0,1,2800000,5500000,8,875,9300000,10900000
0,1,0,1500000,4900000,12,651,5400000,4400000
3,1,1,800000,2900000,10,644,3300000,1100000
5,1,1,6000000,12100000,20,848,21600000,18700000
0,1,0,1800000,6600000,10,737,7500000,7000000
3,0,1,8700000,33600000,14,314,27900000,17700000
0,0,0,4700000,17500000,2,701,18700000,7700000
2,1,1,8900000,32200000,12,382,25900000,11300000
2,0,0,7600000,28300000,12,800,23400000,34500000
5,1,1,3900000,8300000,18,600,16000000,4500000
5,0,1,9500000,21700000,16,307,38200000,30200000
0,1,1,1900000,5700000,18,699,8500000,5700000
3,1,1,900000,2000000,18,772,4300000,3000000
0,1,0,1700000,5700000,12,422,7400000,4500000
0,0,0,4400000,10600000,20,653,22200000,11400000
0,1,0,200000,300000,6,472,700000,500000
4,1,0,9700000,26200000,4,518,36500000,26200000
1,0,1,8600000,27900000,20,415,35000000,27000000
0,1,1,5100000,11600000,10,308,17700000,10000000
0,0,1,4600000,12000000,12,493,19800000,5200000
0,0,0,6100000,23600000,20,856,24100000,8500000
0,0,0,500000,1600000,18,865,1200000,1800000
3,0,0,1300000,2900000,8,733,5600000,5700000
4,0,1,1100000,2700000,18,301,4800000,4400000
2,1,0,9300000,32300000,4,586,47400000,20700000
1,0,1,1000000,3200000,4,888,3500000,3500000
5,0,1,7300000,19600000,10,373,30100000,15100000
0,0,0,8800000,20200000,4,433,42900000,20200000
1,0,1,9900000,34100000,14,371,35500000,31500000
1,0,1,3700000,12400000,12,330,13200000,4400000
5,1,1,1100000,2800000,10,647,5700000,4700000
1,1,0,9300000,27500000,6,364,36100000,26000000
2,0,0,300000,800000,18,819,1300000,600000
5,0,1,6700000,25400000,14,820,22400000,18400000
3,1,0,9000000,26700000,14,638,36500000,5300000
0,0,1,1100000,2800000,18,431,5700000,800000
5,1,0,6500000,21600000,10,419,28900000,12500000
2,0,1,5600000,19100000,8,350,18400000,3900000
4,1,1,9700000,32300000,18,387,25400000,25900000
5,1,0,8300000,20700000,2,537,27500000,22700000
1,1,0,3100000,6600000,20,837,16600000,8200000
4,0,0,8400000,28700000,14,878,32500000,31700000
3,1,0,300000,600000,6,896,1000000,700000
4,1,0,4400000,17200000,4,563,15600000,7800000
3,0,0,1100000,3100000,14,359,5000000,2500000
2,1,1,2100000,5600000,16,426,8300000,700000
1,0,0,2500000,6900000,20,495,9400000,8100000
3,1,0,9300000,36600000,6,431,41700000,36600000
2,1,0,4300000,8800000,6,512,19600000,13700000
4,1,0,8300000,23300000,20,398,27000000,30000000
4,0,1,8800000,27100000,2,406,31900000,22500000
1,1,1,2800000,5900000,20,728,11700000,4200000
5,1,1,6900000,15700000,14,887,29700000,19100000
4,1,1,3100000,8600000,14,427,13600000,6900000
5,0,0,1400000,3400000,6,697,6200000,2500000
0,0,0,6000000,23600000,6,776,32200000,16500000
4,1,0,2700000,10700000,6,857,11000000,11600000
0,0,1,5400000,19500000,16,758,24300000,5300000
5,0,1,6900000,18600000,18,307,29500000,8300000
1,0,0,9500000,23000000,10,627,30800000,40000000
5,0,0,1200000,2400000,14,495,5400000,3600000
3,1,0,3400000,8100000,12,385,14700000,10100000
1,0,1,2600000,8600000,6,730,9100000,3700000
3,1,0,2200000,8300000,18,314,7800000,2000000
1,0,0,600000,1200000,10,561,2000000,1200000
3,1,1,4000000,11600000,6,539,16800000,8500000
1,0,0,8300000,28900000,12,529,38300000,22200000
3,1,0,2000000,5800000,8,799,6500000,6100000
3,0,1,4400000,15800000,18,779,18500000,12600000
4,1,0,6100000,22400000,18,351,29200000,16800000
4,0,1,6900000,19000000,14,330,27200000,16400000
4,0,0,1300000,4600000,10,312,3900000,2400000
0,0,0,6800000,27000000,4,429,30800000,24700000
0,0,0,7500000,27300000,20,553,32300000,14400000
2,0,0,5300000,16700000,18,339,16100000,7900000
2,1,0,300000,600000,2,383,1500000,900000
1,0,0,5000000,18800000,14,325,17100000,18800000
0,0,1,2900000,9700000,2,820,13000000,8300000
5,0,1,8000000,27200000,6,348,23800000,6700000
0,0,1,5000000,18400000,12,752,17000000,18600000
4,0,0,4800000,14000000,2,695,20000000,13000000
2,1,0,2500000,8600000,8,835,9000000,6500000
0,0,1,9400000,19200000,20,708,36600000,37500000
5,1,1,2500000,9600000,6,345,9400000,3800000
3,1,1,1500000,5100000,6,352,6500000,300000
0,1,0,2900000,6900000,10,320,9200000,5600000
0,0,1,7500000,28900000,10,632,34600000,32400000
0,1,1,4800000,17500000,2,371,22200000,18500000
2,0,0,4600000,15600000,2,764,21800000,9200000
2,0,1,4700000,16200000,12,802,21500000,7700000
3,0,1,9000000,18600000,16,518,39200000,36000000
3,1,1,500000,1700000,4,824,1800000,1100000
4,0,0,9700000,36400000,4,772,51600000,25100000
2,0,0,3200000,10400000,10,556,16000000,13800000
4,1,1,6300000,15200000,16,415,28600000,17300000
1,1,0,3800000,9800000,8,335,16000000,5200000
5,1,0,500000,1500000,6,433,2600000,600000
1,0,0,2900000,10900000,20,445,11900000,9400000
3,1,1,8400000,27000000,8,746,39500000,23400000
1,0,0,1900000,6000000,20,540,5600000,2500000
4,0,0,9300000,24900000,14,455,49000000,32300000
2,1,0,1600000,5100000,6,784,5900000,3800000
3,0,1,4000000,10600000,10,318,12900000,6600000
3,0,0,9100000,29700000,20,506,46100000,11600000
0,0,0,6400000,14000000,8,486,27600000,17800000
5,0,1,5700000,12800000,14,488,18700000,14600000
1,0,0,9200000,18800000,2,351,44500000,24600000
3,0,1,4100000,14600000,16,760,17900000,11300000
3,1,1,6300000,23900000,16,656,20300000,22000000
1,1,1,8100000,26900000,6,522,22900000,25100000
5,1,1,7500000,17000000,8,300,25600000,16100000
5,0,0,5800000,13700000,6,369,15100000,13200000
2,0,0,5800000,13300000,4,878,23100000,13800000
4,1,0,4300000,16500000,4,539,11400000,16700000
5,1,0,4000000,14100000,18,653,14800000,9900000
1,1,1,8400000,23000000,12,657,40100000,30200000
3,0,0,2300000,6800000,10,418,7700000,5500000
1,0,0,7500000,16000000,10,541,27500000,20800000
3,0,0,1400000,3200000,8,753,5600000,4200000
5,0,0,7000000,18400000,12,520,20800000,16600000
1,1,1,3400000,7200000,8,741,15400000,10900000
4,0,1,2500000,8000000,8,464,12000000,7000000
0,1,0,5700000,15600000,16,742,18200000,6500000
3,1,0,2400000,8200000,10,531,7700000,8700000
5,1,0,4600000,11500000,16,668,15700000,9600000
1,1,0,5700000,21800000,18,657,25000000,17300000
2,0,1,2400000,7500000,4,851,8000000,3800000
0,0,1,3500000,10800000,14,838,15600000,11500000
3,0,1,8800000,30200000,8,607,27400000,26300000
2,1,0,8700000,22700000,4,365,37400000,23000000
3,1,1,4800000,14200000,12,369,17000000,3400000
4,0,1,6900000,13800000,16,715,29100000,8200000
4,1,1,9800000,23800000,8,634,43700000,22100000
5,1,1,9600000,29600000,4,446,49800000,26400000
4,1,1,6000000,13200000,6,455,23600000,13200000
5,1,1,7300000,22500000,2,846,26000000,14500000
2,1,1,400000,1400000,2,480,1800000,900000
0,1,0,8500000,33900000,4,665,22400000,21300000
2,1,0,1200000,4100000,8,497,5000000,3400000
0,0,0,8000000,29800000,12,736,39200000,16300000
4,0,0,6900000,14700000,2,496,19500000,19000000
0,1,0,9100000,30100000,8,322,24700000,35700000
3,0,0,7500000,22200000,8,741,28600000,13500000
2,1,0,4100000,16200000,6,546,18800000,6600000
0,0,0,5000000,14400000,4,874,18000000,12300000
2,1,0,8400000,25900000,16,621,37700000,22000000
0,0,1,9000000,33100000,20,734,35600000,8700000
2,0,0,5100000,19100000,8,457,24000000,18300000
5,0,1,1300000,4300000,2,595,4400000,1800000
1,0,0,1100000,3500000,8,562,3700000,3500000
3,0,1,3600000,10700000,16,312,18300000,3900000
4,0,0,1500000,3400000,10,778,6200000,4100000
5,1,0,600000,1500000,14,543,2400000,1200000
4,0,1,3900000,14300000,20,477,12000000,5600000
5,1,1,3200000,11800000,16,565,11000000,10800000
4,0,1,500000,1200000,4,627,2500000,500000
1,1,1,5400000,20700000,8,753,22600000,2700000
4,1,1,8100000,19400000,6,346,33800000,17100000
4,0,0,1800000,4100000,8,777,5500000,4700000
1,0,0,8200000,17500000,4,609,31800000,10100000
1,1,0,2700000,9400000,18,704,8800000,7600000
1,1,1,3600000,13400000,16,732,10600000,11900000
0,0,0,8300000,19400000,18,649,35600000,18600000
3,1,1,6100000,22800000,18,640,25600000,24100000
2,0,1,7800000,25400000,10,513,33300000,22700000
0,1,1,7800000,19000000,12,333,40200000,30300000
5,0,0,9400000,27900000,4,870,39900000,1300000
2,1,1,1100000,2200000,4,874,3000000,3200000
0,1,0,3000000,7000000,12,409,11500000,11300000
2,1,0,2100000,5100000,12,674,8800000,5400000
1,0,0,4400000,10800000,12,674,22500000,12300000
4,1,0,4100000,13500000,18,490,15900000,10900000
4,0,1,1400000,2900000,6,723,6300000,3800000
4,1,1,3900000,8900000,10,665,14500000,13300000
1,1,0,7200000,28100000,14,767,31500000,20400000
5,1,1,9700000,36400000,16,544,36500000,18500000
0,1,0,500000,1800000,2,651,1900000,700000
1,1,0,300000,700000,10,745,1000000,0
3,0,1,8000000,26300000,12,476,25400000,28300000
0,1,1,4600000,14800000,6,433,17800000,16700000
2,1,0,5300000,10900000,6,647,21900000,18100000
0,1,1,4200000,16400000,20,539,14500000,11600000
5,0,0,6500000,24800000,8,779,24500000,16600000
3,0,1,9400000,20500000,6,645,34700000,30400000
4,0,0,2000000,7500000,14,857,6300000,5800000
3,1,0,6400000,24400000,4,483,23600000,10200000
0,1,0,9900000,27000000,16,566,48400000,20800000
5,1,0,5800000,22200000,16,884,28000000,6000000
3,0,1,5100000,17000000,10,477,20000000,5000000
5,1,0,4700000,10700000,10,794,20800000,9600000
1,0,0,1700000,6700000,16,537,4600000,7200000
1,1,0,6200000,18200000,18,324,22600000,15100000
4,1,1,7300000,22900000,12,848,32600000,9200000
4,1,1,5700000,14400000,12,645,17600000,23100000
3,1,1,6800000,26900000,16,818,33600000,25100000
0,1,0,2800000,9900000,8,742,8400000,6200000
4,1,1,9000000,21500000,14,508,37400000,33900000
1,0,0,200000,300000,12,697,800000,900000
0,1,0,200000,500000,20,615,800000,700000
3,1,0,8500000,30800000,14,745,26600000,19200000
3,0,1,3500000,10200000,12,645,12400000,16100000
0,0,1,6400000,21900000,12,727,29300000,25500000
1,0,0,7400000,17900000,6,460,30900000,3900000
1,0,0,6200000,19500000,12,845,19300000,12000000
0,1,0,4300000,17000000,8,619,21000000,10700000
5,0,0,3700000,7300000,18,339,19200000,9400000
3,0,1,7900000,29200000,4,399,37100000,28700000
1,1,0,2800000,9100000,12,436,11400000,4100000
0,0,0,6900000,20700000,16,857,23400000,30800000
1,0,0,6300000,18200000,18,849,20700000,10100000
0,0,0,4000000,11500000,8,434,14300000,7300000
1,1,0,4100000,12200000,6,354,19800000,12900000
1,0,0,1600000,5400000,12,707,7000000,2300000
0,0,1,3500000,10000000,14,709,14200000,7100000
2,1,0,4600000,16700000,2,786,20000000,6100000
2,1,1,4500000,12500000,12,418,16700000,4700000
3,0,1,3200000,8600000,2,427,11800000,5700000
0,1,1,7200000,19800000,12,658,32300000,20800000
1,1,0,4100000,11100000,6,405,14900000,14900000
4,0,1,9200000,25400000,14,765,30700000,27800000
4,1,0,200000,500000,16,765,700000,700000
0,0,1,6900000,18600000,10,330,20900000,29000000
5,1,0,600000,2300000,4,347,2100000,0
5,1,0,7700000,20300000,12,806,28500000,34600000
4,1,1,2000000,5200000,16,724,7400000,9000000
4,0,1,3100000,8100000,12,730,13500000,10800000
1,1,1,5200000,20500000,10,407,22000000,4500000
5,0,0,3200000,12200000,6,493,8800000,13900000
1,0,0,1600000,6300000,2,721,6100000,3600000
0,1,0,1800000,4200000,6,836,8800000,3200000
2,0,0,1600000,3800000,10,837,7100000,4900000
1,0,1,200000,400000,18,859,600000,400000
4,0,1,4700000,9500000,18,876,22100000,18400000
0,1,1,2300000,6000000,16,756,8700000,5000000
2,0,0,4300000,9800000,2,499,17700000,8900000
4,0,1,6400000,21700000,10,384,20800000,24700000
0,1,0,3700000,12700000,14,797,16000000,2400000
3,1,1,6800000,16900000,18,628,20500000,4500000
3,0,1,6900000,16400000,4,787,30200000,17200000
2,0,1,8300000,27900000,18,840,28300000,16100000
4,0,1,8300000,25400000,4,624,30200000,26900000
0,0,0,1400000,2700000,2,649,6600000,3600000
3,1,1,8300000,25900000,8,696,30600000,26600000
5,0,0,9000000,25900000,4,538,39400000,22200000
4,1,1,8600000,21400000,14,476,40800000,8900000
5,1,1,200000,300000,10,704,1000000,600000
3,1,0,8100000,22300000,10,686,25400000,29100000
2,1,1,300000,1100000,2,702,700000,500000
4,0,1,1300000,3900000,16,566,5000000,900000
0,1,0,1900000,4100000,18,801,6000000,1200000
0,0,0,2700000,10600000,6,591,11700000,4000000
5,0,1,7300000,18700000,16,813,25800000,14800000
3,0,1,3000000,7500000,6,881,8400000,5900000
3,0,1,4100000,8300000,16,351,13300000,6100000
5,0,1,9700000,24700000,18,648,32000000,15700000
0,0,1,2900000,7500000,18,692,11500000,3500000
2,0,0,1900000,5200000,6,896,8600000,4400000
2,0,0,9700000,34500000,10,649,30700000,18200000
0,0,0,5200000,17800000,18,558,16100000,13700000
0,1,0,7400000,25500000,6,463,35200000,7900000
2,0,1,5500000,12000000,2,567,18500000,11900000
3,1,1,8000000,28800000,10,576,28200000,26300000
4,0,1,4100000,10400000,12,727,20800000,17800000
2,0,0,2900000,11300000,12,839,10700000,5800000
3,1,1,3200000,7200000,6,728,12600000,6800000
2,1,1,3000000,7100000,4,819,8100000,10200000
2,0,0,1000000,3700000,18,892,3500000,3000000
5,0,1,6200000,12800000,2,539,27100000,15400000
0,0,1,5300000,15000000,2,900,26800000,3800000
5,1,1,6800000,22800000,14,382,27500000,18300000
1,1,0,1000000,3400000,18,578,4300000,2700000
5,1,0,3300000,8400000,18,520,15000000,6800000
2,1,1,8700000,28400000,12,880,23800000,9800000
1,1,0,4100000,12800000,8,780,19900000,8900000
3,1,0,9200000,19500000,12,742,33200000,28200000
4,1,1,5900000,20700000,10,825,29500000,19600000
2,1,1,1800000,5700000,4,809,8700000,3100000
0,0,0,1400000,5500000,6,393,7200000,2000000
1,1,0,1200000,2700000,14,779,3000000,2800000
5,0,1,600000,1400000,10,877,2700000,1800000
4,1,1,3600000,12400000,18,494,12100000,5400000
2,1,0,8700000,25000000,20,861,30500000,23200000
0,0,1,5000000,18900000,6,641,26300000,12800000
4,0,1,8200000,24000000,20,831,30200000,26000000
1,1,1,1700000,5000000,10,888,6300000,3800000
1,0,0,8400000,21800000,2,492,24800000,15000000
5,0,1,1000000,3500000,18,882,3500000,1400000
2,1,1,6600000,17000000,2,457,30000000,1900000
5,0,1,3400000,9800000,8,559,10500000,6400000
0,1,1,4900000,11900000,16,709,22300000,15500000
5,1,1,7000000,24000000,6,336,37200000,14200000
0,1,1,2000000,5200000,18,400,6500000,3400000
4,1,0,1800000,7200000,20,496,9200000,4100000
1,1,0,7200000,24700000,6,596,27500000,10200000
4,0,1,6600000,16000000,16,379,29200000,19100000
1,0,1,5000000,19400000,10,410,16200000,17800000
0,0,1,3100000,7100000,10,498,16500000,4900000
2,1,1,3900000,9300000,8,591,12900000,13600000
2,0,1,2200000,8100000,8,710,8300000,3400000
1,0,0,2200000,4900000,8,509,8300000,3800000
1,1,1,2400000,9300000,20,543,8400000,1500000
2,0,0,1800000,4700000,8,792,6300000,5700000
1,1,1,5600000,21100000,10,459,22000000,11100000
3,1,0,4100000,14100000,8,367,14200000,1700000
0,1,0,2000000,4800000,20,337,7200000,3500000
4,1,0,8300000,17900000,20,846,39000000,14000000
1,0,0,1800000,6500000,6,540,6100000,5700000
3,0,0,5800000,19600000,16,313,29000000,19200000
1,1,0,1400000,4400000,14,787,5000000,2800000
1,1,1,1600000,4800000,14,544,7400000,2400000
2,1,1,3800000,7600000,20,788,14800000,6900000
3,0,1,9000000,32900000,6,657,41200000,10500000
5,0,0,1100000,3800000,18,508,3200000,2000000
3,0,1,4900000,14300000,14,439,22500000,15900000
0,1,0,5900000,17600000,16,645,32000000,16100000
2,0,0,6500000,14100000,14,577,29000000,16600000
3,1,1,8700000,27200000,18,454,42900000,18400000
0,1,0,4500000,17500000,10,495,15900000,13800000
0,1,1,800000,2600000,2,618,2500000,1500000
2,0,0,7000000,19800000,10,563,30800000,13300000
0,0,1,5300000,13300000,12,572,25100000,6700000
1,0,1,5400000,19300000,12,784,26800000,6800000
1,1,1,1200000,4800000,6,344,4500000,4600000
4,1,1,6400000,15500000,2,324,18400000,29500000
5,0,1,9600000,32400000,2,897,33000000,18900000
1,0,0,3700000,8700000,20,885,13500000,9700000
4,0,0,6500000,14500000,4,588,29200000,19800000
3,1,1,8400000,29500000,20,661,39800000,18000000
2,0,1,6300000,23200000,12,556,29500000,15300000
4,0,0,8100000,28100000,12,672,26700000,14800000
2,0,1,9400000,24800000,14,513,44700000,42400000
3,0,1,900000,3500000,4,770,2600000,700000
0,0,1,2300000,4900000,12,409,7900000,5700000
3,1,0,7200000,21200000,4,711,30600000,15000000
4,1,0,5600000,14800000,20,656,18100000,18800000
4,1,1,7700000,23400000,6,400,31500000,7300000
0,0,0,4700000,14400000,14,881,20000000,17100000
0,0,0,7600000,30100000,2,743,37200000,29400000
5,0,0,9000000,18000000,18,509,26100000,29800000
0,0,0,3100000,8100000,18,768,14000000,2000000
4,1,0,7900000,25700000,18,589,35100000,4600000
5,0,0,800000,2200000,6,493,3800000,1400000
2,0,0,4500000,17200000,18,406,17100000,10400000
5,1,1,9400000,26600000,20,771,48600000,22800000
1,1,0,6400000,16400000,6,428,32800000,23300000
3,0,1,5300000,20300000,14,432,23100000,15000000
0,1,1,4700000,17000000,18,802,20500000,5200000
2,0,0,4100000,14900000,12,571,16400000,5100000
4,1,1,400000,1400000,10,665,1700000,600000
0,1,1,5500000,16300000,10,724,18100000,13400000
2,1,1,5000000,19500000,14,775,16400000,7800000
1,1,0,400000,1600000,16,784,800000,1500000
0,0,0,2700000,7400000,10,778,8400000,7600000
0,1,0,2000000,4700000,2,820,9100000,5200000
3,1,0,3900000,11900000,6,607,10800000,12600000
0,1,0,4800000,18800000,16,551,22800000,17300000
3,0,0,7000000,18900000,2,691,19100000,13700000
5,1,0,3200000,9300000,6,656,16900000,10200000
3,1,1,3700000,12700000,18,587,12900000,14100000
5,1,1,8500000,25800000,14,786,43700000,24900000
5,1,0,9300000,28300000,12,741,37600000,20500000
5,1,0,500000,1200000,16,499,1700000,1200000
3,0,1,3400000,9700000,20,728,9700000,3000000
0,1,0,8800000,31200000,4,826,41900000,3400000
4,0,1,5300000,14500000,4,352,14000000,17500000
1,1,1,9900000,38500000,2,875,26700000,22500000
4,0,0,8700000,25200000,18,790,26800000,34100000
2,0,0,700000,2000000,8,806,2600000,3000000
3,0,0,9000000,22700000,16,793,42000000,22500000
2,1,0,2300000,5000000,16,588,8500000,5500000
0,0,1,7300000,23300000,2,616,29900000,21600000
4,1,0,200000,600000,10,404,400000,100000
3,1,1,8000000,25600000,6,337,28700000,9300000
4,1,0,3900000,8800000,14,527,18000000,9500000
5,0,0,1400000,2900000,4,829,7000000,1400000
2,0,1,8300000,19500000,4,415,30300000,11700000
1,0,1,5600000,16800000,16,528,16200000,14000000
3,1,0,3200000,10000000,18,532,11900000,3400000
4,0,0,300000,1100000,4,359,1200000,100000
0,0,1,900000,2200000,16,566,2600000,800000
2,0,1,8100000,22300000,18,737,34300000,34900000
2,0,0,6100000,23600000,2,476,26300000,7500000
5,0,1,500000,900000,18,618,1600000,2000000
4,1,1,3900000,12000000,14,893,18100000,10700000
2,0,1,200000,800000,12,483,900000,300000
3,0,1,7000000,24200000,2,354,23800000,25200000
0,0,0,1400000,5000000,8,686,4700000,3700000
4,0,1,4700000,11000000,4,321,16500000,10200000
5,1,1,8900000,24800000,18,842,28100000,21200000
1,0,1,2100000,5200000,14,802,8900000,700000
0,0,1,2800000,6800000,12,349,12500000,6100000
0,1,0,7800000,28800000,12,465,36200000,12200000
0,1,1,2200000,7500000,10,497,7500000,4400000
1,0,0,6600000,18500000,8,712,32000000,5500000
1,0,1,3500000,10800000,14,632,15100000,8400000
5,0,0,7900000,28600000,12,812,41700000,26500000
2,0,1,300000,800000,10,752,1400000,900000
5,1,0,6200000,16400000,6,360,28700000,8100000
2,0,1,2200000,5100000,20,859,9500000,5000000
3,0,0,6200000,16700000,10,880,29200000,24000000
3,0,0,3900000,14900000,4,728,20400000,8700000
5,0,0,1600000,6100000,8,663,7600000,4700000
3,0,1,5000000,13900000,8,555,22900000,19000000
2,1,1,8500000,26900000,6,538,26100000,37700000
5,1,1,5400000,16700000,2,354,24500000,5600000
1,1,0,8100000,21900000,6,884,34100000,20500000
3,0,1,7500000,25100000,18,554,33200000,20400000
2,0,0,4300000,9400000,2,485,13200000,19100000
3,1,1,5100000,10400000,18,399,24700000,12300000
2,0,1,5100000,19700000,20,590,22800000,16700000
4,1,0,500000,1300000,6,809,1400000,500000
0,0,1,4500000,12200000,20,311,15100000,16200000
4,0,1,600000,1400000,4,761,2400000,1300000
1,0,1,4300000,10100000,2,797,21000000,8900000
0,1,0,6400000,14200000,2,512,26600000,10800000
1,0,1,9000000,33500000,18,727,33400000,29300000
5,0,0,9400000,25800000,14,625,41900000,43600000
2,1,0,9000000,27300000,14,353,34100000,27000000
4,0,0,3200000,12200000,14,683,10400000,1000000
3,1,0,7000000,21600000,12,739,32900000,9200000
0,1,0,5100000,19900000,12,867,24000000,8900000
4,0,0,5300000,15400000,8,584,19000000,6800000
3,1,1,5300000,20800000,6,487,22700000,13100000
1,1,0,4700000,14000000,6,468,15200000,13100000
1,0,1,8900000,21200000,8,716,31700000,14600000
4,1,1,400000,900000,20,771,2100000,1500000
3,0,1,7700000,23100000,8,807,27400000,12700000
0,1,0,9000000,28400000,4,612,40100000,7200000
3,1,1,8800000,25100000,8,473,36800000,17800000
4,1,0,6800000,24200000,18,349,25200000,18800000
5,1,0,1100000,2500000,4,827,4700000,3400000
2,0,0,3300000,13000000,16,300,10500000,11400000
0,0,0,7400000,24900000,20,648,29500000,15000000
5,1,0,4400000,14900000,4,865,18400000,14400000
1,1,1,3100000,6300000,20,867,10600000,8000000
1,1,1,7100000,18000000,20,477,28600000,19800000
2,1,1,3900000,11300000,12,516,15000000,3100000
1,1,0,7400000,29100000,8,597,23300000,16900000
4,1,0,1700000,4900000,18,843,8000000,7000000
1,1,1,200000,600000,2,511,1000000,600000
0,0,1,7700000,18100000,18,705,30100000,11200000
2,1,1,2500000,7200000,16,454,9200000,5200000
5,0,0,8600000,21000000,8,465,29400000,26600000
3,0,0,4000000,11100000,12,572,14900000,9800000
4,1,0,2800000,8300000,14,352,10800000,7500000
5,0,1,4800000,10300000,8,781,15400000,11600000
1,0,0,2600000,6600000,6,506,11700000,4200000
1,0,0,4400000,10700000,18,324,18100000,5500000
0,0,1,7000000,14000000,4,702,29000000,12100000
0,0,0,7600000,19700000,12,545,36800000,9500000
3,0,1,4000000,8300000,8,531,21100000,11100000
4,1,1,1600000,4800000,20,641,5500000,5200000
5,1,0,9600000,20700000,14,442,40000000,35600000
5,1,1,2300000,5000000,10,431,11600000,4000000
3,0,0,1000000,4000000,6,625,3300000,800000
1,1,0,8000000,30900000,2,315,26800000,24700000
4,1,1,7900000,27300000,10,560,39400000,37500000
3,1,1,2700000,10600000,8,840,10900000,3500000
3,0,0,6900000,22800000,16,582,27900000,19900000
0,0,0,4100000,10700000,8,855,14300000,12200000
4,0,0,6200000,12400000,20,547,25200000,25000000
0,1,0,4900000,9800000,16,324,13300000,12500000
3,1,1,7600000,29300000,8,843,34000000,24500000
3,1,0,2300000,8500000,12,557,7500000,5000000
3,0,0,9400000,20300000,10,649,46100000,26300000
2,1,1,600000,2300000,12,335,1600000,1300000
1,1,1,1700000,4500000,20,480,7300000,800000
2,0,0,4500000,17200000,6,832,17600000,11200000
4,1,1,1400000,5100000,14,312,4600000,5000000
1,1,0,9600000,28300000,6,536,33300000,28000000
2,1,1,4700000,13700000,6,506,20200000,9200000
2,1,1,8300000,17600000,2,355,35200000,1700000
3,1,0,4100000,14100000,10,300,10600000,9700000
3,1,0,3200000,10800000,4,833,11300000,3600000
0,1,0,1900000,6900000,4,749,6500000,5800000
4,0,0,5600000,12000000,4,719,17900000,8500000
3,1,1,7100000,25400000,10,725,24600000,25900000
3,0,1,4100000,10600000,14,475,18400000,9700000
3,0,0,2800000,8500000,20,431,10000000,7900000
1,0,0,4700000,11700000,6,308,18800000,12900000
0,0,1,4300000,12800000,20,572,17100000,10800000
5,1,0,2200000,8100000,4,409,7300000,300000
2,1,1,3800000,8900000,16,389,14400000,5800000
0,0,0,1500000,3600000,14,747,4200000,1600000
2,0,1,8200000,23600000,6,495,33300000,33600000
2,0,1,5000000,15900000,16,699,25300000,14700000
3,1,0,1200000,4500000,6,819,5300000,2500000
0,1,0,9000000,35100000,6,898,29800000,16700000
2,1,0,2800000,5900000,6,895,12400000,4900000
5,1,0,900000,3100000,20,834,3400000,1900000
1,1,0,8100000,25400000,6,477,27600000,17700000
5,0,1,3000000,8800000,14,402,12800000,10900000
2,1,0,7200000,16800000,6,796,24200000,12700000
0,1,0,6200000,12900000,10,695,26400000,5600000
2,1,0,7900000,20900000,2,723,23400000,3500000
0,1,0,6300000,19600000,6,425,19200000,26300000
0,1,1,800000,2400000,16,825,4200000,700000
0,0,1,5300000,13700000,6,329,14000000,16400000
4,0,0,5200000,12900000,16,819,24300000,7500000
2,0,0,5200000,16200000,12,890,19700000,20100000
1,0,1,5100000,15300000,4,628,20300000,10200000
0,0,0,1500000,5600000,18,604,6200000,4400000
1,1,0,4800000,14300000,4,489,21300000,20300000
4,1,1,400000,800000,10,859,1000000,1400000
4,0,0,400000,1400000,18,827,1500000,-100000
2,1,1,2300000,8100000,2,504,7700000,4900000
5,0,1,7800000,22000000,20,528,29600000,14600000
5,1,0,7600000,24100000,18,721,30100000,33400000
2,0,1,9900000,33400000,14,783,30500000,32700000
5,1,1,800000,2500000,4,780,2100000,1400000
